Title,Company,Location,Salary,Job Type,Description,Date Posted
"clerk, front desk - hotel",Nain Hotel Ltd.,"Nain, NL",$14.50 an hour,"Full-time
+1","Answer telephone and relay telephone calls and messages. Take, cancel and change room reservations. Experience: 7 months to less than 1 year.  ","Posted
Posted 30+ days ago"
Friendly Visitor - St. Clare's,NL Health Services,"St. John's, NL",Full-time,Weekends as needed,Friendly visiting volunteers should have effective and courteous verbal and non-verbal communication skills; be self-motivated and have a willingness and…  ,"Posted
Posted 30+ days ago"
Cabinet Maker,Refresh Contracting and Cabinetry Ltd,"Mount Pearl, NL",$18–$28 an hour,Full-time,The successful candidate must have experience in a residential and/or commercial environment. Candidates must have 3+ years’ experience working in a cabinet…  ,"Employer
Active 5 days ago"
Computational Biologist,Sequence Bio,"Remote in St. John's, NL",Full-time,N/A,"Benefits: Flexible and generous PTO policy, progressive health and wellness benefits plan, RRSP contribution matching benefit, competitive stock option plan,…  ","Posted
Posted 17 days ago"
Terminal Maintenance “A”,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",Permanent,N/A,You shall have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license (class 3 with air brake…   ,"Posted
Posted 18 days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
janitor,Proper Care Services Inc,"Labrador City, NL",$18–$22 an hour,"Full-time
+1","Move heavy furniture, equipment and supplies. School or educational institution/establishment. Sweep, mop, scrub and wax hallways, floors and stairs.  ","Posted
Posted 9 days ago"
Project Manager,Omega 365,"St. John's, NL",N/A,N/A,"A valid driver's license.  Identify and respond to issues, implement timely interventions or escalate as required to ensure project outcomes comply with…  ","Posted
Posted 3 days ago"
Supply Chain Manager,Atlantic Cultivation,"St. John's, NL",Full-time,Monday to Friday,"Work collaboratively with operations, finance and quality teams to ensure that the supply chain supports the smooth running of daily operations and meets the…   ","Posted
Posted 30+ days ago"
store manager - retail,Cohen's Home Furnishings (2010) Limited,"Bay Roberts, NL","Full-time
+1",N/A,Experience: 1 year to less than 2 years. Hours: 80 hours bi-weekly.  ,"Posted
Posted 23 days ago"
Enseignant(e) contractuel(elle),Conseil scolaire francophone provincial de...,"Happy Valley-Goose Bay, NL","$43,059–$100,365 a year","Full-time
+1",Aptitude à travailler en équipe et à promouvoir la collaboration. Disposer de sa certification d’enseignant.e à Terre-Neuve-et-Labrador.  ,"Employer
Active 12 days ago"
Banquet Server/Bartender,Royal Canadian Legion Branch 56,"St. John's, NL",$14.50 an hour,"Part-time
+2","Must be able to work days, nights, weekends and flexible hours. Job Types: Casual, Permanent, Part-time. Part-time hours: 5 - 40 per week.  ","Posted
Posted 30+ days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
Graduate Manager Program,Mowi Canada West,"Stephenville, NL",Full-time,N/A,"Reporting to the Freshwater Production Director, Graduate recruits will work through a 75 week program that will expose them to every aspect of our business.  ","Posted
Posted 30+ days ago"
"Project Engagement Lead, Toqlukuti’k Wind and Hydrogen",ABO Wind Canada,"St. John's, NL",Full-time,N/A, ,"Posted
Posted 30+ days ago"
Housekeeper/Room Attendant,Best Western Plus St. John's Airport Hotel &...,"St. John's, NL",From $15 an hour,Full-time,"Clean and wipes windows, doors, walls, closets, and fixtures in rooms, public areas, and hallways. Inspect door and window lock to ensure they are in working…   ","Employer
Active 4 days ago"
Housing Support Mentor,Choices For Youth,"St. John's, NL","Full-time
+1","Day shift
+1","Both the programming and the physical layout of the building promote a sense of community, while maintaining individual home spaces in a youth-friendly…   ","Posted
Posted 30+ days ago"
Case Manager,WorkplaceNL,"Corner Brook, NL",Full-time,N/A,"A vehicle and valid driver's license are conditions of employment. You will work with injured workers, their employers, and a team of professionals to provide…   ","Posted
Posted 30+ days ago"
Home Manager with Brightisle,Brightisle,"Carbonear, NL",Full-time,N/A,"Post-secondary education, and knowledge or experience working in the health care or social science industry and a satisfactory Record of Conduct, Vulnerable…  ","Posted
Posted 18 days ago"
Project & Safety Coordinator,FIT Industrial,"St. John's, NL","$50,000–$70,000 a year","Full-time
+1","A degree or diploma in a related field (such as business administration, project management) or relevant experience. Track project expenses and prepare reports.  ","Posted
Posted 30+ days ago"
Aerie - Brand Ambassador (Sales Associate) - Canada,American Eagle Outfitters,"St. John's, NL",Part-time,"Weekends as needed
+1","You're eager to introduce the AEO loyalty program and additional brand channels to guests. This applies to all AEO activities, including, but not limited to,…   ","Posted
Posted 30+ days ago"
Invoicing Clerk,Omega 365,"St. John's, NL","Full-time
+1",N/A,Actively use Company accounting software (Sage) for data entry. Post invoices from outside vendors and contractors. Resolve any billing errors that may occur.  ,"Posted
Posted 9 days ago"
Sales Lead/Key Holder,Globo Shoes 4542 Avalon Mall,"St. John's, NL","Full-time
+2","Monday to Friday
+10",Maximizes personal and store sales by promoting brand initiatives and delivering a “customer-obsessed” omni-channel experience *Ensures the store is brand…  ,"Posted
Today"
Management Trainee,Enterprise Holdings,"St. John's, NL","$52,000 a year",Full-time,Must have a valid class 5 Canadian driver's license with no more than two chargeable moving violations or accidents within the last three years.,"Posted
Posted 1 day ago"
Winter Porter - Janitorial,GDI Services (Canada) LP,"St. John's, NL","Full-time
+1",N/A,"GDI Services (Canada) LP is committed to accommodating applicants with disabilities up to the point of undue hardship during the recruitment, assessment, and…   ","Employer
Active 8 days ago"
Event & Custom Tour Planner,McCarthy's Party Ltd.,"St. John's, NL",$25–$30 an hour,Full-time,"A degree in Event Management, Hospitality, or a related field is a plus. Staffing: Recruit, manage, and supervise event staff, including vendors and temporary…  ","Employer
Active 11 days ago"
"Job Coach for Person with Intellectual Disability (Fast Food, St. John's)",Visions Employment Plus Inc.,"St. John's, NL",$16.05 an hour,Part-time,"Duties include working alongside individual providing support and motivation, and helping client complete their duties, which include keeping lobby clean and…  ","Employer
Active 4 days ago"
Garden Centre Worker,Murray's landscape Services,"Portugal Cove-st Philips, NL",N/A,N/A,Assist cashiers with the cash - record and accurately perform all cash and transaction duties while keeping within policy guidelines.  ,"Posted
Posted 30+ days ago"
Business Diversity Officer,Association for New Canadians,"St. John's, NL",Full-time,Monday to Friday,Valid class 5 driver's licence and access to a reliable vehicle is required. Presentations and Workshops – Prepare and deliver presentations and workshops to…   ,"Posted
Posted 10 days ago"
dairy herdsperson,Glenview Farm,"St. John's, NL",$17.48 an hour,"Full-time
+1",Education: Secondary (high) school graduation certificate. Operate and maintain farm machinery and equipment. Experience: 1 to less than 7 months.  ,"Posted
Posted 13 days ago"
Part Time Sales Associate - (Store#1508 Ropewalk Lane),Pet Valu,"St. John's, NL",Part-time,Weekends as needed,"All of our stores are dedicated to helping local pets in need, and we partner with local shelters, rescues and charities for adoption events, in-store adoption …   ","Posted
Posted 30+ days ago"
Medical Receptionist,People Stuff,"St. John's, NL",$20 an hour,Full-time,"Establish and manage various internal office administrative procedures, including document tracking, filing, and monthly reporting. What you will be doing:  ","Employer
Active 9 days ago"
Real Time Energy Marketer,Newfoundland and Labrador Hydro,"Hybrid remote in St. John's, NL",Full-time,"Weekends as needed
+2","You have a bachelor's degree in a related field such as business, applied science, math, statistics, or economics. For more information, visit www.nlhydro.com.   ","Posted
Posted 19 days ago"
Heavy Equipment Operator,Town of Conception Bay South,"Conception Bay South, NL",$30.29 an hour,"Full-time
+1",Graduate of a recognized educational program accredited by the province of Newfoundland and Labrador for equipment operation. Application deadline: 2023-11-29.   ,"Employer
Active 8 days ago"
Seasonal Sales Associate-Garage Clothing,Groupe Dynamite Inc.,"St. John's, NL",Part-time,"Weekends as needed
+1",Employee referral program: be our best ambassador! Learning and development programs to grow and exploit full potential to succeed in your next step!   ,"Posted
Posted 30+ days ago"
Service Coordinator,Johnson Controls,"Mount Pearl, NL",Full-time,N/A,"Measure branch activity and compliance with program initiatives, identify areas that require improvement and develop and implement action plans with branch…   ","Posted
Posted 29 days ago"
Project Coordinator,2025 Canada Games,"Hybrid remote in St. John's, NL","Full-time
+1","Weekends as needed
+1","Élaborer des rapports sur la planification fonctionnelle, et veiller à la transparence et à la rigueur vis-à-vis des dates limites et des objectifs.  ","Posted
Posted 10 days ago"
Diversity Coordinator,Association for New Canadians,"St. John's, NL",Full-time,N/A,"Supporting colleagues in a variety of media, community, and government relations initiatives, as needed or required. Location: St. John’s, NL.   ","Posted
Posted 30+ days ago"
Courier Driver,Harvey & Company LTD.,"St. John's, NL",$16–$18 an hour,Full-time,O You have a valid Class 5 or Class G driver’s licence with a safe driving record for at least 3 years (driver's abstract required).  ,"Employer
Active 4 days ago"
mechanical harvester and forwarder operator,COTTLE'S ISLAND LUMBER COMPANY LIMITED,"Grand Falls-Windsor, NL","Full-time
+1",N/A,"Operate a variety of machines which perform a combination of slashing, bucking, chipping, sorting and loading logs or trees. Hours: 1 to 84 hours bi-weekly.  ","Posted
Posted 15 days ago"
Part-time Cleaner,Crombie REIT,"St. John's, NL",Part-time,"8 hour shift
+2","Provide excellent customer service with strong communication, interpersonal and organizational skills to team members, tenants, and customers.   ","Employer
Active 8 days ago"
housekeeping attendant,Nain Hotel Ltd.,"Nain, NL",$16.50 an hour,"Full-time
+1","Vacuum carpeting, area rugs, draperies and upholstered furniture. Experience: 7 months to less than 1 year. Sweep, mop, wash and polish floors.  ","Posted
Posted 30+ days ago"
school bus driver,EL J Holding Inc.,"St. John's, NL",$18 an hour,"Full-time
+1","Perform pre-trip, en route and post-trip inspection and oversee all aspects of vehicle. Ensure children's safety when boarding and leaving buses and crossing…  ","Posted
Posted 15 days ago"
server - food and beverage services,TORBAY FUN FOODS LTD,"St. John's, NL",$14.50 an hour,"Full-time
+1","Present bills to customers and accept payment in cash, credit or debit cards, travellers cheques or room billings. Address customers' complaints or concerns.  ","Posted
Posted 30+ days ago"
Van/Truck Courier Driver,Millennium Express,"Paradise, NL",From $19.50 an hour,Full-time,Must have a valid NL license. Must have a clean driving abstract. Air Brake endorsement and experience driving standard a must.  ,"Employer
Active 29 days ago"
Communications and Community Relations Specialist,Newfoundland Power Inc.,"St. John's, NL",Full-time,N/A,"You must demonstrate a thorough working knowledge of social media, videography, graphic design, and web/social media content management and reporting tools as…   ","Posted
Posted 23 days ago"
shipper-receiver,PROMINENT TRANSPORTATION INC,"Bishop's Falls, NL",$22.25 an hour,"Full-time
+2","Prepare bills of lading, invoices and other shipping documents. Pay and receive payments for goods. Affix identifying information and shipping instructions on…  ","Posted
Posted 30+ days ago"
Assistant Store Manager,Mushuau Innu General Store,"Natuashish, NL",Full-time,Monday to Friday,Assist in the implementation of strategic or annual plans for the store and hotel to meet defined expectations. Program and Service Delivery Management*.,"Employer
Active 4 days ago"
construction helper,Emmanuel Construction Services Ltd.,"Glovertown, NL",$15–$19 an hour,"Full-time
+1",Level earth to fine grade specifications. Tend or feed machines or equipment used in construction. Experience: 1 year to less than 2 years.  ,"Posted
Posted 12 days ago"
Palliative Care Volunteer,NL Health Services,"St. John's, NL",Full-time,N/A,"All volunteers must attend these sessions prior to beginning their volunteer assignment. The Miller Centre is seeking volunteers, 18 years of age or older, to…  ","Posted
Posted 30+ days ago"
Underground Operations Planner,Vale Canada,"Labrador City, NL",Full-time,N/A,"Ensure that work plans are designed to safely operate without impact to employees, the business, the environment, the community and the regulators, while…   ","Posted
Posted 14 days ago"
Seasonal Sales Associate,Groupe Dynamite Inc.,"St. John's, NL",Part-time,"Weekends as needed
+1","You will participate in all the essential duties that contribute to the efficient and profitable operation of the store, while maintaining the brand and visual…   ","Posted
Posted 30+ days ago"
Home Support Worker,TLC Nursing and Home Care Services Ltd.,"St. John's, NL",$17.05 an hour,"Full-time
+1","Community Engagement: Accompany clients to medical appointments, social outings, and recreational activities, promoting their independence and engagement in the…  ","Employer
Active 18 days ago"
Seasonal Sales Associate,Groupe Dynamite Inc.,"St. John's, NL",Part-time,"Weekends as needed
+1","You will participate in all the essential duties that contribute to the efficient and profitable operation of the store, while maintaining the brand and visual…   ","Posted
Posted 30+ days ago"
Cook Helper,NL Health Services,"Forteau, NL",$19.66–$21.18 an hour,Part-time,""" Prepares regular meals for special diet patients; "" Experience in food preparation, preferably supplemented by an approved cooks training course;  ","Posted
Posted 16 days ago"
General Labourer,H&R Mechanical Supplies Ltd.,"St. John's, NL",$18 an hour,Full-time,Work along side Oil Burner Technicians during the installations of oil furnace systems and oil tanks. A Valid Class 5 Drivers License.  ,"Employer
Active 5 days ago"
Editor-in-Chief,Downhome Publishing Inc.,"St. John's, NL","Full-time
+1",Monday to Friday,"Contributing to social media and online properties. A degree/diploma in Journalism, Communications or similar. Editorial planning, short- and long-term.  ","Employer
Active 4 days ago"
aquaculture worker,Cold Ocean Salmon Inc.,"Hermitage, NL",$18–$20 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Cull, mark or tag stock and report stock irregularities. Repair nets, splice ropes and maintain fishing gear and…  ","Posted
Posted 30+ days ago"
Hydrographer - Marine,Fugro,"St. John's, NL",Full-time,N/A,Possess the ability to obtain a valid passport for international travel. The Hydrographer is responsible for conducting Hydrographic surveys in accordance with…   ,"Posted
Posted 30+ days ago"
Physiotherapy Assistant,Lifemark Health Group,"St. John's, NL",Full-time,Monday to Friday,"Answer telephone calls, greet patients and visitors upon arrival, and provide excellent customer service for all questions or concerns.   ","Posted
Posted 21 days ago"
Hatchery Technician,Mowi ASA,"Stephenville, NL",Full-time,"Day shift
+2","In the Hatchery Technician role you will experience all the duties of a Hatchery Technician including, feeding, grading/counting or measuring fish, mortality…  ","Posted
Posted 30+ days ago"
facility worker,Mazol Shrine Centre,"St. John's, NL",From $16 an hour,Full-time,"St. John's, NL A1E 2C5: reliably commute or plan to relocate before starting work (required). Setting up for meetings, banquet function, clean up of banquet…  ","Posted
Posted 30+ days ago"
Crew Member,Lawn Plus Canada - St. John's,"St. John's, NL",$16–$21 an hour,Full-time,Maintain a clean and organized site and project. Drop off flyers and market door-to-door in neighbourhood around work site.  ,"Posted
Posted 2 days ago"
Delivery Driver,Mathon Deliveries Ltd.,"Corner Brook, NL",$170–$250 a day,"Full-time
+1",Valid driver's license with a clean driving record. Safely and efficiently operate a delivery vehicle to transport packages to customers.  ,"Employer
Active 7 days ago"
Heavy Equipment Operator,Town of Conception Bay South,"Conception Bay South, NL",$30.29 an hour,"Full-time
+1","Graduate of a recognized educational program accredited by the province of Newfoundland and Labrador for equipment operation. Job Types: Full-time, Seasonal.   ","Employer
Active 8 days ago"
Environmental Professional,Dovre Group,"Mount Pearl, NL","Full-time
+1",N/A,"Must have a valid driver’s license. Involved in the planning, development and execution of Environmental Impact Assessments (EIAs)/Environmental Assessments …  ","Posted
Posted 10 days ago"
Sales Manager,Hilton Garden Inn St. John's,"St. John's, NL",Full-time,8 hour shift,"Must be able to work a flexible schedule, hold a valid driver’s license and self-drive to client appointments. Executes sales trips to key market areas.  ","Employer
Active 11 days ago"
housekeeping manager,Quin-Sea Fisheries,"Old Perlican, NL",$750 a week,Full-time,Respond to complaints of guests. Supervise maintenance and repair services. Co-ordinate maintenance and repair services. Supervise in-house laundry services.   ,"Posted
Posted 2 days ago"
Travel Consultant,Maxxim Vacations,"St. John's, NL",Full-time,Monday to Friday,We design trips that are a collection of cultural experiences unique to our region. Our local expertise allows us to recommend places and activities that are a…  ,"Employer
Active 4 days ago"
Commissioner of Oath/Deeds - Province of Newfoundland,FCT,Hybrid remote in Newfoundland and Labrador,Part-time,"Weekends as needed
+2","All recruitment, hiring, placements, transfers, promotions, training, compensation, benefits, discipline, and other terms and conditions of employment will be…   ","Posted
Posted 30+ days ago"
"TEAM LEAD, DATA CENTRE SERVICES",Memorial University of Newfoundland,Newfoundland and Labrador,"$78,457–$92,558 a year",Permanent,"Being part of vibrant, diverse community at Memorial situated on a beautiful campus that offers walking trails, recreation facilities, food court, coffee shops,…   ","Posted
Posted 2 days ago"
Team Lead Day Shift,Kingsway Living,"St. John's, NL",Full-time,Day shift, ,"Posted
Posted 30+ days ago"
Business Development/Account Manager,Commissionaires,"St. John's, NL",Full-time,N/A,"We are a sought-after employer and community partner. We can help you achieve your goals through challenging work, professional development, and career…   ","Posted
Posted 9 days ago"
Clinical Sleep Assistant,Air Liquide,"St. John's, NL",Full-time,N/A,"At Air Liquide, we are committed to build a diverse and inclusive workplace that embraces the diversity of our employees, our customers, patients, community…   ","Posted
Posted 30+ days ago"
"Manager, Emergency Response and Planning",St. John's International Airport Authority,"St. John's, NL",Full-time,N/A,The Manager contributes technical insight and leadership expertise to the business planning process in the development and implementation of emergency response…  ,"Posted
Posted 30+ days ago"
Sir Thomas Roddick Hospital - Shift Lead,Paladin Security,"Stephenville, NL",$21.85 an hour,Full-time,Any forms or information left by staff for filing or follow up and any other daily paperwork that must be filed or forwarded such as ticket batching.   ,"Posted
Posted 30+ days ago"
Barista,Jumping Bean Coffee Company,"Gander, NL",From $15 an hour,Part-time,"Application deadline: 2023-10-31. Gander, NL: reliably commute or plan to relocate before starting work (required). Making hand crafted drinks and food.   ","Employer
Active 5 days ago"
Medical Records Technician IA,NL Health Services,"Remote in St. John's, NL",$24.98–$27.63 an hour,Full-time,"NL Health Services is responsible for delivering health and community services to more than 528,000 people living in Newfoundland and Labrador and employs over…  ","Posted
Posted 17 days ago"
Campus Representative,The Princeton Review,"St. John's, NL",$19 an hour,Part-time,"Familiar with a variety of social media channels and experience with social media promotion. Every year, it helps millions of students bound for college and…   ","Posted
Posted 30+ days ago"
Companion Care Attendant (Full-time or Part-time),Tiffany Village Retirement Residence Partnership,"St. John's, NL",$16.80 an hour,"Full-time
+1",Previous experience working in the field of seniors’ care/living and persons with disabilities is preferred. Current first aid with CPR and AED.   ,"Posted
Posted 3 days ago"
OH&S SAFETY TRAINING INSTRUCTOR,Well Control Group,"Hybrid remote in Mount Pearl, NL","$50,000–$65,000 a year",Full-time,"Are you Certified to teach any OHS Safety courses under Workplace NL or other? Providing safety training instruction in Fall protection, Confined Space, Powered…  ","Employer
Active 18 days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
Agent du service à la clientèle,PAL Airlines,"St. Anthony, NL","Full-time
+1",N/A,"Aider les clients dans toutes les phases de leur réservation, enregistrement et l'embarquement et de processus de planification des activités conformément à…   ","Posted
Posted 30+ days ago"
Office Manager,Bugden Signs Limited,"St. John's, NL","$42,000–$45,000 a year","Full-time
+1","Serve as first point of contact for the company through telephone calls, email correspondance, and receiving vistiors at the office.  ","Employer
Active 4 days ago"
Simulator Technician I,CAE,"Mount Pearl, NL",Full-time,10 hour shift,"2-year technical degree or equivalent related training. If you’d like more information about your EEO rights as an applicant under the law, please click here…   ","Posted
Posted 30+ days ago"
kitchen helper,MILA FOODS INC,"Goulds, NL",$14.50–$15.25 an hour,"Full-time
+1","Education: Secondary (high) school graduation certificate. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ","Posted
Posted 30+ days ago"
Inspirator (Health Coach) - Atlantic Canada,Newtopia Inc,"Remote in St. John's, NL",Full-time,N/A,"We're passionate about helping our participants develop sustainable healthy habits based on who they are, so they can feel their best and start living their…   ","Posted
Posted 30+ days ago"
tax return preparer,Tax Shelter (1974) Ltd.,"St. John's, NL",$20–$25 an hour,Full-time,"Perform clerical duties, such as maintain filing and record systems. Education: Other trades certificate or diploma. Address customers' complaints or concerns.  ","Posted
Posted 18 days ago"
Post Office Clerk,Shoppers Drug Mart / Pharmaprix,"St. John's, NL",Part-time,N/A,"Take ownership of your work and find more ways to care about your work, co-workers, customers and community. Upholding the law is part of our Code of Conduct –…   ","Posted
Posted 19 days ago"
Administrative Assistant,Association for New Canadians,"St. John's, NL",Full-time,Monday to Friday,"The role will include coordinating the administrative functions of the program, including support with planning of activities, maintenance of records and data…   ","Posted
Posted 29 days ago"
sales consultant - retail,Cohen's Home Furnishings (2010) Limited,"Grand Falls-Windsor, NL","Full-time
+1",N/A,"Education: No degree, certificate or diploma. Experience: 1 year to less than 2 years. Hours: 80 hours bi-weekly.  ","Posted
Posted 23 days ago"
Production Scheduler,Braya Renewable Fuels (Newfoundland),"Hybrid remote in Come By Chance, NL",Full-time,N/A,"Develop daily operations & oil movement plans, monthly plans, annual budgets, evaluate feedstocks, monitor cargo quality, manage feedstock, product and additive…  ","Posted
Posted 30+ days ago"
nail salon manager,Nails Time Inc.,"St. John's, NL",$19–$28 an hour,"Full-time
+1","Address customers' complaints or concerns. Hire, train and supervise staff. Do you have previous experience in this field of employment?  ","Posted
Posted 18 days ago"
Automotive Service Advisor,Frenchs Automotive Repair Ltd.,"Mount Pearl, NL",$18–$20 an hour,Full-time,"French's Automotive Ltd is growing along with our customer base, We are looking for someone to join our team to help our customers experience be nothing but top…  ","Employer
Active 4 days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
Accounting Clerk,Country Ribbon Inc.,"St. John's, NL",$21.89 an hour,Full-time,"With a local workforce over three hundred employees strong, Country Ribbon understands the importance of having a skilled and dedicated team.   ","Posted
Posted 30+ days ago"
Child Management Specialist,NL Health Services,"Remote in St. John's, NL",Full-time,N/A,"Demonstrated knowledge and skill in individual program planning and design, functional analysis, child development, treatment ethics, applied behavioral…  ","Posted
Posted 6 days ago"
Courtesy Clerk- Cart Retrieval - PT,Dominion,"St. John's, NL",Part-time,N/A,"Our approach to sustainability and social impact is based on three pillars – Environment, Sourcing and Community – and we are constantly looking for ways to…   ","Posted
Posted 5 days ago"
nail salon manager,Nails Time Inc.,"St. John's, NL",$19–$28 an hour,"Full-time
+1","Address customers' complaints or concerns. Hire, train and supervise staff. Establish or implement policies and procedures for staff.  ","Posted
Posted 18 days ago"
Automotive Service Advisor,Frenchs Automotive Repair Ltd.,"Mount Pearl, NL",$18–$20 an hour,Full-time,Ability to effectively upsell products and services to customers. Knowledge of automotive repair and maintenance procedures.  ,"Employer
Active 4 days ago"
Courtesy Clerk- Cart Retrieval - PT,Dominion,"St. John's, NL",Part-time,N/A,"As a colleague in one of our stores, you will have an immediate impact on sales and customer satisfaction by: Executing company-directed promotions and programs…   ","Posted
Posted 5 days ago"
Accounting Clerk,Country Ribbon Inc.,"St. John's, NL",$21.89 an hour,Full-time,"If you have completed a minimum two-year post-secondary accounting program, are proficient in Excel and have good organizational skills this could be a…   ","Posted
Posted 30+ days ago"
Child Management Specialist,NL Health Services,"Remote in St. John's, NL",Full-time,N/A,"Demonstrated knowledge and skill in individual program planning and design, functional analysis, child development, treatment ethics, applied behavioral…  ","Posted
Posted 6 days ago"
EMR Clerk II,"Digital Health Division, NLHS","St. John's, NL","Full-time
+1",N/A,"Any offer of employment will be conditional upon completion of required background checks including acceptable professional reference checks, provision of a…  ","Posted
Posted 10 days ago"
Seasonal Service Team Member,"Michaels of Canada, ULC.","St. John's, NL",Part-time,Weekends as needed,Responsible to complete merchandise recovery and maintenance including the merchandise return / go back process and general store recovery to ensure a well…   ,"Posted
Posted 30+ days ago"
Temporary Assistant Transportation Coordinator,Oceanex Inc.,"St. John's, NL",N/A,N/A,"He / she will also be responsible for completing various reports and monitoring the detention and demurrage reports, contact customers for return of equipment…   ","Posted
Posted 30+ days ago"
Instructor,REL-THE SAFETY EXPERTS,"Paradise, NL","$66,560–$79,040 a year",Full-time,We are seeking a WorkplaceNL certified Instructor who is currently able to teach all OR any combination of the following courses.  ,"Employer
Active 4 days ago"
housekeeping manager,Quin-Sea Fisheries,"Old Perlican, NL",$750 a week,Full-time,Respond to complaints of guests. Supervise maintenance and repair services. Co-ordinate maintenance and repair services. Supervise in-house laundry services.   ,"Posted
Posted 2 days ago"
cleaner,PHILROBBEN JANITORIAL LIMITED,"Grand Falls-Windsor, NL",$16.50 an hour,"Full-time
+1","Vacuum carpeting, area rugs, draperies and upholstered furniture. Experience: 1 year to less than 2 years. Sweep, mop, wash and polish floors.  ","Posted
Posted 30+ days ago"
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,"Full-time
+1","Day shift
+3","Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…","Employer
Active 4 days ago"
Laundry Attendant / General Labourer,Herb's Industrial,"Wabush, NL",$19.10–$21.60 an hour,Full-time,Learn and utilize safe work practices. Helping with warehouse duties when needed. Involves working early mornings and late evenings occasionally.   ,"Posted
Posted 25 days ago"
cook's helper,Crosswind Investments Inc.,"Robinsons, NL",$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ","Posted
Posted 3 days ago"
cashier,northern grocery inc,"Port au Choix, NL",$16 an hour,"Full-time
+1","Process money, cheques and credit/debit card payments. Receive payment for goods or services. Monitor all entrances and exits, request proof of payment when…  ","Posted
Posted 11 days ago"
Medical Records Technician IA,NL Health Services,"Remote in St. John's, NL",$24.98–$27.63 an hour,Full-time,Current and continuing certification as an accredited Health Information Management Professional from the Canadian Health Information Management Association …  ,"Posted
Posted 17 days ago"
Aerie - Brand Ambassador (Sales Associate) - Canada,American Eagle Outfitters,"St. John's, NL",Part-time,"Weekends as needed
+1","You're eager to introduce the AEO loyalty program and additional brand channels to guests. This applies to all AEO activities, including, but not limited to,…   ","Posted
Posted 30+ days ago"
Sir Thomas Roddick Hospital - Shift Lead,Paladin Security,"Stephenville, NL",$21.85 an hour,Full-time,Any forms or information left by staff for filing or follow up and any other daily paperwork that must be filed or forwarded such as ticket batching.   ,"Posted
Posted 30+ days ago"
kitchen helper,MILA FOODS INC,"Goulds, NL",$14.50–$15.25 an hour,"Full-time
+1","Education: Secondary (high) school graduation certificate. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ","Posted
Posted 30+ days ago"
Retail Store Manager,PetSmart,"St. John's, NL","$55,000–$75,000 a year",N/A,"Associate Leadership: With an emphasis on training and development, our Associate Lead ensures that our teams have the education they need to advise pet parents…   ","Posted
Posted 30+ days ago"
Bookkeeper - Part Time,West Side Charlies,"Remote in Mount Pearl, NL",$21–$23 an hour,Part-time,"Assist with payroll processing and ensure compliance with relevant regulations. Process accounts payable and accounts receivable, including invoicing and…   ","Employer
Active 6 days ago"
Disturbed Joint Coordinator,DyTech Offshore Project Management Inc.,"St. John's, NL",Fixed term contract,Monday to Friday,Data entry and document review. Familiarity with P&ID's and Isometric drawings is a requirement. Work with other coordinators in a Disturbed Joint Management…  ,"Employer
Active 5 days ago"
Production Scheduler,Braya Renewable Fuels (Newfoundland),"Hybrid remote in Come By Chance, NL",Full-time,N/A,"Develop daily operations & oil movement plans, monthly plans, annual budgets, evaluate feedstocks, monitor cargo quality, manage feedstock, product and additive…  ","Posted
Posted 30+ days ago"
Labourer II,Newfoundland & Labrador Housing Corporation,"St. John's, NL",$20.05–$21.64 an hour,"Full-time
+1","Proof of a valid class 5 driver's license. The region provides a wide range of services, including receiving and processing rental applications; administering…   ","Posted
Posted 23 days ago"
Agent du service à la clientèle,PAL Airlines,"St. Anthony, NL","Full-time
+1",N/A,"Aider les clients dans toutes les phases de leur réservation, enregistrement et l'embarquement et de processus de planification des activités conformément à…   ","Posted
Posted 30+ days ago"
