Title,Company,Location,Salary,Job Type,Description,Date Posted
inside sales representative,smith stockley ltd,"St. John's, NL","$40,000–$80,000 a year","Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Estimate or quote prices, credit or contract terms,…   ","Posted
Posted 4 days ago"
Chief Financial Officer (CFO) -,Roman Catholic Archdiocese of St. John's,"St. John's, NL",Full-time,N/A,The successful candidate is an individual who is an experienced business professional with extensive experience in non-for-profit accounting and administration.  ,"Posted
Posted 30+ days ago"
Regional Settlement Coordinator,Association for New Canadians,"Happy Valley-Goose Bay, NL",Full-time,N/A,"Provide linkages to the local community including volunteer, sports and community associations and local schools. Position Type: 1 full-time position.   ","Posted
Posted 4 days ago"
barista,Mamattuk,"Happy Valley-Goose Bay, NL",$16.50–$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Bring clean dishes, flatware and other items to serving areas and set tables. Stock refrigerators and salad bars.  ","Posted
Posted 15 days ago"
housekeeping supervisor,Deer Lake Holdings Limited,"Deer Lake, NL",$23.50 an hour,"Full-time
+1",Hire and train or arrange for training of cleaning staff. Recommend or arrange for additional maintenance services. Experience: 1 year to less than 2 years.  ,"Posted
Today"
Accounting Clerk II,NL Health Services,"St. John's, NL",$26 an hour,Full-time,Completion of a recognized/approved two-year Business Administration program* with a specialization in Accounting supplemented by one year of accounting…  ,"Posted
Posted 6 days ago"
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",Full-time,"Weekends as needed
+1",Valid driver’s license that is compliant with Company policy. Support business development whenever possible to help grow the business.   ,"Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ","Posted
Posted 30+ days ago"
inside sales representative,smith stockley ltd,"St. John's, NL","$40,000–$80,000 a year","Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Estimate or quote prices, credit or contract terms,…   ","Posted
Posted 4 days ago"
Chief Financial Officer (CFO) -,Roman Catholic Archdiocese of St. John's,"St. John's, NL",Full-time,N/A,The successful candidate is an individual who is an experienced business professional with extensive experience in non-for-profit accounting and administration.  ,"Posted
Posted 30+ days ago"
Regional Settlement Coordinator,Association for New Canadians,"Happy Valley-Goose Bay, NL",Full-time,N/A,"Provide linkages to the local community including volunteer, sports and community associations and local schools. Position Type: 1 full-time position.   ","Posted
Posted 4 days ago"
barista,Mamattuk,"Happy Valley-Goose Bay, NL",$16.50–$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Bring clean dishes, flatware and other items to serving areas and set tables. Stock refrigerators and salad bars.  ","Posted
Posted 15 days ago"
housekeeping supervisor,Deer Lake Holdings Limited,"Deer Lake, NL",$23.50 an hour,"Full-time
+1",Hire and train or arrange for training of cleaning staff. Recommend or arrange for additional maintenance services. Experience: 1 year to less than 2 years.  ,"Posted
Today"
Accounting Clerk II,NL Health Services,"St. John's, NL",$26 an hour,Full-time,Completion of a recognized/approved two-year Business Administration program* with a specialization in Accounting supplemented by one year of accounting…  ,"Posted
Posted 6 days ago"
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",Full-time,"Weekends as needed
+1",Valid driver’s license that is compliant with Company policy. Support business development whenever possible to help grow the business.   ,"Posted
Posted 30+ days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ","Posted
Posted 30+ days ago"
inside sales representative,smith stockley ltd,"St. John's, NL","$40,000–$80,000 a year","Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Experience: 5 years or more.   ","Posted
Posted 4 days ago"
Chief Financial Officer (CFO) -,Roman Catholic Archdiocese of St. John's,"St. John's, NL",Full-time,N/A,This position will also provide advisory services for parish-affiliated community holding companies. The successful candidate is an individual who is an…  ,"Posted
Posted 30+ days ago"
Regional Settlement Coordinator,Association for New Canadians,"Happy Valley-Goose Bay, NL",Full-time,N/A,"Provide linkages to the local community including volunteer, sports and community associations and local schools. Job Title: Regional Settlement Coordinator.   ","Posted
Posted 4 days ago"
barista,Mamattuk,"Happy Valley-Goose Bay, NL",$16.50–$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Bring clean dishes, flatware and other items to serving areas and set tables. Stock refrigerators and salad bars.  ","Posted
Posted 15 days ago"
housekeeping supervisor,Deer Lake Holdings Limited,"Deer Lake, NL",$23.50 an hour,"Full-time
+1",Education: Secondary (high) school graduation certificate. Hire and train or arrange for training of cleaning staff. Experience: 1 year to less than 2 years.  ,"Posted
Today"
Accounting Clerk II,NL Health Services,"St. John's, NL",$26 an hour,Full-time,"NL Health Services is responsible for delivering health and community services to more than 528,000 people living in Newfoundland and Labrador and employs over…  ","Posted
Posted 6 days ago"
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",Full-time,"Weekends as needed
+1",Valid driver’s license that is compliant with Company policy. Support business development whenever possible to help grow the business.   ,"Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
inside sales representative,smith stockley ltd,"St. John's, NL","$40,000–$80,000 a year","Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Estimate or quote prices, credit or contract terms,…   ","Posted
Posted 4 days ago"
Chief Financial Officer (CFO) -,Roman Catholic Archdiocese of St. John's,"St. John's, NL",Full-time,N/A,The successful candidate is an individual who is an experienced business professional with extensive experience in non-for-profit accounting and administration.  ,"Posted
Posted 30+ days ago"
Regional Settlement Coordinator,Association for New Canadians,"Happy Valley-Goose Bay, NL",Full-time,N/A,"Provide linkages to the local community including volunteer, sports and community associations and local schools. Position Type: 1 full-time position.   ","Posted
Posted 4 days ago"
barista,Mamattuk,"Happy Valley-Goose Bay, NL",$16.50–$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Bring clean dishes, flatware and other items to serving areas and set tables. Stock refrigerators and salad bars.  ","Posted
Posted 15 days ago"
housekeeping supervisor,Deer Lake Holdings Limited,"Deer Lake, NL",$23.50 an hour,"Full-time
+1",Hire and train or arrange for training of cleaning staff. Recommend or arrange for additional maintenance services. Experience: 1 year to less than 2 years.  ,"Posted
Today"
Accounting Clerk II,NL Health Services,"St. John's, NL",$26 an hour,Full-time,Completion of a recognized/approved two-year Business Administration program* with a specialization in Accounting supplemented by one year of accounting…  ,"Posted
Posted 6 days ago"
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",Full-time,"Weekends as needed
+1",Valid driver’s license that is compliant with Company policy. Support business development whenever possible to help grow the business.   ,"Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Retail Supervisor,Value Village,"St. John's, NL",N/A,N/A,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ","Posted
Posted 30+ days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ","Posted
Posted 30+ days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,"Day shift
+1",Comme l’un des objectifs du cours est de veiller à ce que toutes les recrues répondent en tout temps à la norme d’aptitude physique des Forces armées…,Hiring ongoing
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","We're more than just an organization – we're a community dedicated to fostering a thriving workplace culture, and we're excited to offer a host of benefits that…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Build relationships and give back to your local community. We are committed to the development & growth of our team members, integrity, philanthropy and…   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"Our company’s success is driven by our dynamic, highly-skilled and innovative management team, supported by dedicated employees who live in coastal communities…   ","Posted
Posted 30+ days ago"
"Early Childhood Educator, Level 2 (Maternity Leave Replacement)",YMCA of Newfoundland and Labrador,"St. John's, NL","$45,500–$48,300 a year",Full-time,"To be employed in the field of early childhood education and to successfully fulfill field placement requirements, you must be able to lift and move children,…","Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,"Day shift
+1",Ils servent habituellement à temps partiel dans une division de la Réserve navale de leur communauté et à temps plein pour de courtes périodes de formation ou d…,Hiring ongoing
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","We're more than just an organization – we're a community dedicated to fostering a thriving workplace culture, and we're excited to offer a host of benefits that…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Build relationships and give back to your local community. We are committed to the development & growth of our team members, integrity, philanthropy and…   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"Our company’s success is driven by our dynamic, highly-skilled and innovative management team, supported by dedicated employees who live in coastal communities…   ","Posted
Posted 30+ days ago"
"Early Childhood Educator, Level 2 (Maternity Leave Replacement)",YMCA of Newfoundland and Labrador,"St. John's, NL","$45,500–$48,300 a year",Full-time,"To be employed in the field of early childhood education and to successfully fulfill field placement requirements, you must be able to lift and move children,…","Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…","Employer
Active 4 days ago"
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,Full-time,Rotating shift,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",Hiring ongoing
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,"Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Site Superintendent,rcs Construction,"St. John's, NL",Full-time,N/A,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ","Posted
Posted 25 days ago"
Sales Representative,Parkway Hyundai,"Corner Brook, NL",Full-time,N/A,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ","Employer
Active 11 days ago"
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL","Full-time
+1","Monday to Friday
+1","It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ","Employer
Active 7 days ago"
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",N/A,N/A,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ","Posted
Posted 30+ days ago"
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ","Posted
Posted 30+ days ago"
Store Manager,Synergie Hunt International,"Springdale, NL","Full-time
+1","Day shift
+3",In this role you will manage a busy retail store. You have strong leadership skills. You have at least 5 years of retail experience with a minimum of 2 years in…,"Employer
Active 4 days ago"
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",$20.00–$22.50 an hour,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…","Employer
Active 4 days ago"
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…","Employer
Active 4 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…","Employer
Active 4 days ago"
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,Part-time,N/A,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.","Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",Hiring ongoing
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…","Employer
Active 4 days ago"
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…","Employer
Active 4 days ago"
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…","Employer
Active 4 days ago"
Early Childhood Educator,Kids Kampus Paradise,"Paradise, NL",$16.50–$35.09 an hour,"Full-time
+1",The successful candidates will have a strong focus on quality care and the drive to develop relationship with children and families.   ,"Employer
Active 3 days ago"
