Title,Company,Location,Salary,Job Type,Description,Date Posted,Latitude,Longitude
Project Administrative Assistant,Tristar Mechanical Ltd.,"St. John's, NL",720.0,Full-time,"Have a valid driver’s license. Ability to read and interpret bid documents, project drawings and specifications an asset.  ",3.0,47.5614705,-52.7126162
Administration officer,NEWFOUND MORTGAGE PROFESSIONALS INC.,"St. John's, NL",23.0,Full-time,"Assist in the development and implementation of office policies and procedures. Support the team with various tasks as needed, including data entry and report…  ",2.0,47.5614705,-52.7126162
Administrative Assistant III,Vale,"St. John's, NL",,Permanent,"Receive and screen telephone calls, letters, and/or visitors, answering routine questions, and acquiring and providing information to save executive's time.   ",11.0,47.5614705,-52.7126162
"Office & Titles Clerk (Temporary, Part Time)",OPENLANE,"Paradise, NL",,Part-time,"Maintain a knowledge of provincial and regulations as relate to vehicle titles. Check, acknowledge and respond to incoming messages.   ",17.0,47.5255933,-52.8724145
Package Handler- Warehouse,FedEx Ground Warehouse,"Mount Pearl, NL",18.35,"Fixed term contract
+1","Package Handlers are responsible for warehouse duties including: the physical loading, unloading and/or sorting of packages of varying sizes and weights by hand…   ",8.0,47.5239607,-52.811664
food counter attendant,FB Burrito Partnership,"St. John's, NL",15.5,"Full-time
+1","Serve customers at counters or buffet tables. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ",21.0,47.5614705,-52.7126162
Stores Clerk,PAL Technical Services,"St. John's, NL",,Full-time,Provide inventory control of aircraft parts. Entering parts data into company's maintenance tracking system. Control quarantine stores as per company's MCM.   ,26.0,47.5614705,-52.7126162
Sales Associate-Avalon Mall Annex (seasonal),The Children's Place,"St. John's, NL",,Part-time,Signale rapidement à l'équipe de direction les besoins en matière de maintenance et de matériel pour offrir aux clients et associés un environnement propre et…   ,30.0,47.5614705,-52.7126162
Administration officer,NEWFOUND MORTGAGE PROFESSIONALS INC.,"St. John's, NL",23.0,Full-time,"Assist in the development and implementation of office policies and procedures. Support the team with various tasks as needed, including data entry and report…  ",2.0,47.5614705,-52.7126162
Domestic/Laundry,NL Health Services,"St. John's, NL",,,The successful candidate will be required to provide a satisfactory Certificate of Conduct from the RCMP or local Police (Vulnerable Sector Check may be…  ,30.0,47.5614705,-52.7126162
"Manager, Occupational Health and Safety",City of St. John’s,"St. John's, NL",,,"Reporting to the Director of Human Resources, the Manager, Occupational Health and Safety is responsible for the development and implementation of the City's…   ",30.0,47.5614705,-52.7126162
bartender,Spirit of Newfoundland Productions LTD,"St. John's, NL",15.0,"Full-time
+1","Collect cash, credit/debit cards or other payment for beverages. Enforce provincial/territorial liquor legislation and regulations. Organize and set up bar.  ",6.0,47.5614705,-52.7126162
Materials Coordinator,Evas Air,"Gander, NL",1.0,Full-time,Provides feedback and participates in continuous quality improvement initiatives. Attention to detail and a high level of proficiency in a computerized…   ,1.0,48.9592291,-54.6187879
Cashier,Dominion,"St. John's, NL",,Part-time,Handle cash and credit card transactions. Our Cashiers connect with customers through delightful conversations and efficient transactions to create a memorable…   ,25.0,47.5614705,-52.7126162
Store Manager 3,Walmart Canada,"Mount Pearl, NL",,Full-time,"Serves the community as a visible leader by participating in and supporting community events, developing relationships with key community groups, serving as a…   ",4.0,47.5239607,-52.811664
Call Taker/Dispatcher,Mr. Rooter Plumbing / Mr.Electric of St. John's...,"St. John's, NL",18.5,Full-time,"In this role, the successful team member will answer service call request from customers and dispatch technicians to their job site.  ",4.0,47.5614705,-52.7126162
delivery driver,Pik-Fast Express Inc.,"Mount Pearl, NL",1.0,Full-time,"Education: No degree, certificate or diploma. Pay and receive payments for goods. Use maps and other trip planning aids. Up to 9 kg (20 lbs).  ",9.0,47.5239607,-52.811664
Food Bank Coordinator,MacMorran Community Center,"St. John's, NL",18.57,Full-time,Meeting with foodbanks to determine needs and gain an understanding of issues. Ongoing meetings with the coalition partners to report on progress.  ,4.0,47.5614705,-52.7126162
Administrative Assistant III,Vale,"St. John's, NL",,Permanent,"Receive and screen telephone calls, letters, and/or visitors, answering routine questions, and acquiring and providing information to save executive's time.   ",11.0,47.5614705,-52.7126162
Server,Best Western Plus St. Johns Airport Hotel & Suites,"St. John's, NL",14.5,"Full-time
+1","Processes guests’ orders and ensures all items are prepared properly, in a timely manner and to ensure guest satisfaction with the food and service.   ",4.0,47.5614705,-52.7126162
Production Technician,Atlantic Cultivation,"St. John's, NL",,Full-time,"All facets of our organization operate around our core values, which are a commitment to quality, community, and fun! Using a pre-roll machine.   ",9.0,47.5614705,-52.7126162
Data Science Graduate (Canada),Novo Nordisk,Canada,,Full-time,No more than 1 year of full-time work experience after completing your Master’s degree (when hired). Together we will shape your journey by choosing the focus…,17.0,61.0666922,-107.991707
Cashier/Food Counter Attendant,Menchie's Frozen Yogurt,"Mount Pearl, NL",15.0,"Full-time
+1",May receive payment for food items purchased. Menchies Frozen Yogurt in St John's and Mt Pearl is looking to hire a permanent full-time or Part time Food…  ,8.0,47.5239607,-52.811664
Staff Solicitor (Contractual) - Gander Area Office,Newfoundland and Labrador Legal Aid Commission,"Gander, NL",,,Legal Aid NL is proud to provide an innovative and collaborative legal aid system that responds to the needs of low income persons.   ,30.0,48.9592291,-54.6187879
Student Assistant - Permanent hrs/wk,Newfoundland & Labrador English School District,"St. John's, NL",24.06,Permanent,Experience working with children either in a work or volunteer capacity. The role of a student assistant is student specific and will vary from school to school…   ,4.0,47.5614705,-52.7126162
Host / Takeout Counter / Dishwasher,Shenanigans Restaurant and Pub,"Conception Bay South, NL",15.0,"Full-time
+1","Answer incoming calls and address customers’ concerns. Cater to guests who require extra attention (e.g. children, elderly). Maintain a clean reception area.  ",18.0,47.50674745,-52.9905179737796
Office Administrator (23061),GEMTEC Consulting Engineers and Scientists Limited,"Mount Pearl, NL",,Full-time,"GEMTEC management understands that creative, talented employees are assets, and that investing in employee development is an investment in our firm.   ",30.0,47.5239607,-52.811664
Food Operations Supervisor I,NL Health Services,"St. John's, NL",28.0,Part-time,"NL Health Services is responsible for delivering health and community services to more than 528,000 people living in Newfoundland and Labrador and employs over…  ",1.0,47.5614705,-52.7126162
General Manager,Tiffany Village Retirement Residence Partnership,"St. John's, NL",,Full-time,"Graduate of certificate/diploma or degree in Business, Hospitality or Nursing, good judgement and leadership abilities, supervisory capabilities.   ",8.0,47.5614705,-52.7126162
Guest Service Administrators,Massage Addict Paradise,"Paradise, NL",15.0,"Full-time
+1",Provide outstanding client service; answering telephone calls and booking appointments. Maintain a safe and clean reception area by complying with clinic…   ,4.0,47.5255933,-52.8724145
purchasing agent,Good fortune Food Industry Inc.,"St. John's, NL",22.0,"Full-time
+1","Education: Secondary (high) school graduation certificate. Develop specifications for equipment, materials and supplies to be purchased.  ",30.0,47.5614705,-52.7126162
Store Manager,Newfoundland Labrador Liquor Corporation,"St. John's, NL",86.0,Full-time,"We welcome and encourage applications from under-represented groups such as: Indigenous persons, racially visible persons, persons with a disability, women, and…   ",30.0,47.5614705,-52.7126162
Assistant Store Manager,Mushuau Innu General Store,"Natuashish, NL",,Full-time,Assist in the implementation of strategic or annual plans for the store and hotel to meet defined expectations. Program and Service Delivery Management*.,4.0,55.9191523,-61.1117056
All Opportunities L.A.M.C.,NL Health Services,"St. John's, NL",,,"In addition to physicians and nurses, the teams are made up of physiotherapists, occupational therapists, prosthetists, dietitians, speech language pathologists…  ",30.0,47.5614705,-52.7126162
Organizer,Neighbours United,"St. John's, NL",24.04,Part-time,Access to reliable transportation and valid driver’s license. The Organizer will support an ongoing deep canvassing program that includes: having deep canvass…  ,3.0,47.5614705,-52.7126162
Assistant Driller,Parker Wellbore,"St. John's, NL",,Full-time,"Founded in 1934, Parker Wellbore helps customers manage their costs and mitigate their risks, to achieve their operational goals in a safe and efficient manner.   ",11.0,47.5614705,-52.7126162
Pipelayer,North Star Contracting Inc,Canada,32.0,"Full-time
+1","Ability to read and understand blueprints, specifications, schedules, and costing reports. Install and/or repair sanitary or stormwater sewer structures or pipe…",5.0,61.0666922,-107.991707
Pre-Owned Assistant,Capital Mitsubishi,"St. John's, NL",17.0,"Full-time
+1","Keeping track of vehicle reconditioning process by updating the used vehicle recon log, keeping track of the time to market for every vehicle traded in, and…  ",4.0,47.5614705,-52.7126162
Taproom Server,Banished Brewing Ltd,"Paradise, NL",15.5,"Part-time
+1",Preparing beer/merchandise orders to be sent via Midland or Canada Post. You’ll be working directly with our Taproom Manager to ensure our customers have an…  ,30.0,47.5255933,-52.8724145
Naval Combat Information Operator (Naval Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,"As members of the ship’s Combat Information Organization, Naval Combat Information Operators assist and advise the ship’s leadership in navigation, anti-air…",4.0,53.8217327,-61.2295532
Customer Service Representative,U-Haul,"St. John's, NL",,Part-time,Valid driver’s license and ability to maintain a good driving record. Fill propane (certification offered through U-Haul upon employment).   ,30.0,47.5614705,-52.7126162
